"ITL3.Region","change_1998_1999","change_1999_2000","change_2000_2001","change_2001_2002","change_2002_2003","change_2003_2004","change_2004_2005","change_2005_2006","change_2006_2007","change_2007_2008","change_2008_2009","change_2009_2010","change_2010_2011","change_2011_2012","change_2012_2013","change_2013_2014","change_2014_2015","change_2015_2016","change_2016_2017","change_2017_2018","change_2018_2019"
"North Northamptonshire",0.00957290132547865,0.000238379022646007,0.00888180368936461,0.00469903781606623,0.00923685946778095,0.01279141737157,0.00897487036298365,0.0085057026870288,0.00255941499085923,0.0138720305184671,0.00671028350947828,0.0116542007305618,0.00115018074268814,0.0059026069847516,0.00627746390458255,0.00193222354340071,0,0.0105682130112545,0.00704225352112676,0.00116234017822549,0.00109236557834689
"North Nottinghamshire",0.00498624484181568,0.0086035737921906,0.0147703294919656,0.0123907863383638,0.0145631067961165,0.0124323533713617,0.0128401953942777,0.00533546752034147,0.0176957352005092,0.00970754485131482,0.00638631160380769,0.0157790927021696,-0.00237925291458482,0.00355219433940644,-0.00889877641824249,0.00262438490978677,-0.000741839762611276,0.00754210145676206,0.0010944184658243,0.0106217111674138,0.0111538101040397
"North Yorkshire CC",0.000119875329657157,0.00864485981308411,0.018450184501845,0.00341916871460626,0.00900989129370287,0.0177810705686238,0.00912670007158196,0.013917704011065,0.00777859657741751,0.00715396578538103,0.0092045716038966,-0.000314985431923774,-0.00163347853142502,0.00564342466770624,0.0024221961244862,-0.00176404177250917,-0.000547832637129357,0.00690441077892479,0.0138417173982698,0.00331845058525401,0.00555058191584602
"Northumberland",0.000572737686139748,0.00906002265005663,0.0130664442591048,0.0156502968159741,0.0187781672508763,0.0219594594594595,0.00928442028985507,0.0118343195266272,-0.00103799045048786,0.00831980519480519,0.00668633235004916,0.0070635721493441,-0.00740019474196689,0.00114003420102603,0.000556689552792726,-0.00654450261780105,0.000361925443358668,0.00849707912904939,-0.000171438367906738,-0.00650216738912971,0.00835791543756145
"Norwich and East Norfolk",0.0214160839160839,0.0132380752258878,0.0154028436018957,0.00660128253489249,0.0166965888689408,0.0178177498727304,0.0214042484190044,0.0196260237984856,0.00932203389830509,0.000411748558880044,0.00674068199841396,0.00742380828340714,0.00203743792181332,0.00885066068312142,0.00404376784015224,0,0.00668346663744933,0.00898852068442712,0.00925039872408293,0.00397574793758076,0.0170043783728745
"Nottingham",0.00721054800164812,0.0138039834352199,0.0270585945104146,0.0200294009555311,0.0220639332870049,0.0193370165745856,0.0199434439648757,0.00802026171380329,0.0258517831101684,0.014544074870368,0.00834970530451866,0.0221145483911045,-0.00488153351589475,0.00352994762013209,-0.00217084554433952,0.0120240480961924,0.00388833499501496,0.0101701545081166,0.00548618993567915,0.00850755724499955,0.014578302477417
"Orkney Islands",0.0255591054313099,0.027027027027027,0.0342857142857143,-0.00539083557951483,0.0424403183023873,0.0532687651331719,0.0487804878048781,0.00404858299595142,0.0391389432485323,0.0093984962406015,0.0320284697508897,0.0104529616724739,0.0253378378378378,0.00478468899521531,-0.0302066772655008,-0.00836120401337793,0.0717781402936378,-0.00949367088607595,-0.056,-0.0384615384615385,-0.00809061488673139
"Oxfordshire",0.004422144740199,0.016220600162206,0.0198050440971685,0.0152349347612942,0.0112104441606357,0.00944478175807866,0.0111022470416168,0.00935709739019733,0.0177311491502546,0.0188946622579121,0.00935888814167227,0.0127381225613955,-0.00230528569076239,0.00100523781810486,0.00161453077699294,0.00732953997492526,0.00639298598109503,0.00214836899333567,0.00768491834774256,0.00944936002061678,0.0144730890999548
"Perth and Kinross and Stirling",0.00632744529396256,0.0167153091005572,0.014088181581007,0.00976953907815631,0.0174404902191845,0.00923076923076923,0.0191906549853984,0.0139544025157233,0.00959102424900471,0.00548696844993141,0.00360144057623049,-0.00236047883999326,-0.00256893303647885,0.00166002656042497,0.00973312401883831,0.00499265785609398,-0.00127986348122867,-0.00055363321799308,0.00553556601162469,0.00465921192758253,0.0104802334836827
"Peterborough",0.0154686078252957,0.00970017636684303,0.0114810562571757,0.00518417462482947,0.0126382306477093,0.0137054572638923,0.0159325210871603,0.0142159983025674,0.00651015979483133,0.000559597090095132,0.0049121481201587,0.00750659362953946,0.00331384015594542,0.00149672591206735,0.00232808022922636,0.00241860465116279,-0.00137504297009282,0.018809318377912,0.0154863687691563,0.00677710843373494,0.000659195781147001
"Plymouth",0.0107130900569133,0.0108005082592122,0.0122295390404516,0.0143497757847534,0.016,0.0392789884315308,0.0160414610069102,0.019702066314272,0.00652125028108837,0.00551876379690949,0.00847457627118644,0.021143473570658,0.00782375952233889,0.00972608177848353,0.0172645309802417,0.00203741433598815,0.00679542203147353,0.0117112392938298,0.00389105058365759,-0.00326957658983162,0.0118689666086406
"Portsmouth",-0.010221465076661,0.004614370468029,0.00125352554058289,0.0125448028673835,0.0134228187919463,0.0227272727272727,0.0152385710716962,0.0120681495504023,0.0167990919409762,0.011518771331058,0.0248371335504886,0.00594384095101455,-0.00650759219088937,-0.00115429011158138,-0.00360815442900956,0.0159142016952084,-0.0116978609625668,0.00217500418270035,0.0154199475065617,0.00339035290491601,0.0129479072568503
"Powys",0.012448132780083,0.0260695187165775,0.0258186397984887,0.00850030358227079,0.0255368543238537,0.0145161290322581,0.0195473251028807,-0.00202429149797571,0.0247813411078717,0.00188146754468485,0.0168674698795181,0.000974658869395711,0.00946073793755913,0.011384335154827,-0.00619743249225321,-0.00555081127241674,0.0190950601909506,0.0131317150815758,-0.00503875968992248,0.00546234880998829,0.00455062571103527
"Redbridge and Waltham Forest",0.0113507377979569,0.00963597430406852,0.00890106128038343,0.0118909991742362,0.0153894472361809,0.0190884877182598,0.0123961121284688,0.018123238018526,-0.00314544539506794,0.0034713909504429,0.00492137798583603,0.00181629475869227,0.012590376464722,0.0246364619637063,-0.00277438686050383,0.0032123353678124,-0.00234263597474027,0.00420650095602294,0.0108441619145555,0.0031496062992126,0.0114233907524932
"Sandwell",0.00597800095648015,0.00258884443398447,0.0112018669778296,0.00779816513761468,0.0149647887323944,0.0132547864506627,0.0139258652467745,0.0049563838223632,0.00585347432024169,0.00785340314136126,0.00534660766961652,0.00866126906420636,-0.00496963003865268,0.000549551199853453,0.00580025376110205,0.017531556802244,0.0146287168071235,0.00471698113207547,0.00100908173562059,0.0115679442508711,0.00275735294117647
"Scottish Borders",0.00485773768216516,0.0103806228373702,0.0234113712374582,0.00962772785622593,0.0104422604422604,0.0159952606635071,0.0241240666283745,0.00821467688937568,0.0040920716112532,0.0100603621730382,0.000483792936623125,0.00297914597815293,0.00583941605839416,-0.00887021475256769,0.0027359781121751,0.0125868055555556,0.0109356014580802,0.00633663366336634,0,0.00882917466410749,-0.00109609061015711
"Sefton",0.0212601468882876,0.00433526011560694,0.0147523709167545,0.0398274145370063,0.0192367359602854,0.0120058565153734,0.0198768197088466,0.0193936083037421,0.0102695763799743,0.0184856925804001,0.0162042720353548,0.00268489138393947,-0.02000470698988,-0.0106888361045131,0.0117901828681424,-0.00212765957446809,0.00956937799043062,0.00596685082872928,0.0121431614827439,-0.00289256198347107,0.0132770066385033
"Sheffield",0.00374947923899458,0.0144290229490175,0.0302392847751775,0.0223798459092577,0.0160867084997148,0.0186328790459966,0.0072463768115942,0.0269071270132125,0.0184947811756089,0.00137350845566143,0.019865231469327,0.00087627059235892,0.0129759262421035,0.00983364746373843,-0.00128814105144513,0.00746210649047804,0.00543560320096633,0.0131308685446009,0.00377194255041346,0.000924806146403927,0.0131255702955008
"Shetland Islands",0.0166666666666667,0.00229885057471264,0.0301624129930394,0.00441501103752759,0.03470715835141,0.0143149284253579,0.0170454545454545,0.0107334525939177,0.00336700336700337,0.0133111480865225,0.00465116279069767,0,-0.00285714285714286,-0.0144546649145861,0.00258397932816537,0.00988875154511743,0.0046189376443418,0.0110429447852761,0.023989898989899,0.0107398568019093,-0.00120192307692308
"Shropshire CC",0.005,0.0110796186549858,0.0152233591215373,0.013915547024952,0.0182555780933063,0.00920573752943695,0.0137351373513735,0.0104187143699626,0.00641388417279759,0.00995758805089434,0.0101665205959684,-0.00311983850247752,-0.00195799216803133,0.00477571209278526,0.0020063534525999,-0.0054688756635033,-0.000769704433497537,0.00363141171130277,0.00103321033210332,0.0111191335740072,0.00251361541684122
"Solihull",0.00411522633744856,0.00212675457252233,0.00687285223367698,0.00502221363724165,0.0094553706505295,0.00856257970486427,0.00907957984689336,0.00274442538593482,0.0049842166472836,0.00591810620601408,0.0037001287001287,0.0106547516755456,0.0034607519270096,-0.00242718446601942,-0.000592504814101615,0.00386985810520281,0.0101515971846237,0.00873574375151662,0.00256876806165043,0.00818843509906996,-0.000924385283786282
"Somerset",0.00520416333066453,0.00727069351230425,0.00987132028908867,0.0124977996831544,0.00952542949481204,0.0111238344511696,0.0311856894095298,0.017814371257485,0.00831183720263686,0.0145842097882485,0.00977930487643716,0.00165722966441099,0.00487483530961792,0.00809082604723999,0.0096361100545201,0.00395256916996047,0.00628185373948086,0.00165758939142789,0.00981637602494514,0.00394174969889412,0.0135703766042499
"South and West Derbyshire",0.00361180904522613,0.00472849298352654,0.0118325242718447,0.0085672082717873,0.0120362503540074,0.00880520184231915,0.014398754702296,0.0057373046875,0.0131139723414402,0.00850518466736572,0.00677583286278938,0.0185891325071497,0.0084726867335563,0.00286928799149841,-0.019755600814664,-0.00242530073729142,-0.00479638860152356,0.00667903525046382,0.00441228379809389,0.00610660385588415,0.00184470903907429
"South Ayrshire",0.00775193798449612,0.010718789407314,0.0194460813199764,0.00908059023836549,0.0119825708061002,0.0151991614255765,0.0237037037037037,0.00470145745181006,0.00931263858093126,0.0142729705619982,0.00043010752688172,0.00477430555555556,-0.00167926112510495,-0.0073679901760131,-0.000414250207125104,0.00328272466146902,0.00510003923107101,0.0160919540229885,0.000375657400450789,0.00538793103448276,-0.00593782745371987
"South Hampshire",-0.00435323383084577,0.00550879877582249,0.00174672489082969,0.0053072625698324,0.00587763825808175,0.0125375473423012,0.00823867182623892,0.00631930368427328,0.0096,0.00823451910408432,0.0137391671950962,0.00813713789736357,0.00447063604958342,-0.0022428083861531,0.00197702880813406,0.00960395133997988,-0.00359989714579583,0.00194256756756757,0.00656348756178592,0.00126272590955726,0.0066939675539455
"South Lanarkshire",0.00704934541792548,0.00938503334156582,0.0147342995169082,0.00626014375144911,0.00998003992015968,0.0113255033557047,0.0207336523125997,0.00224131490474412,0.00928473177441541,0.0094658553076403,0.000642054574638844,0.00293733681462141,0.0126726238830219,0.00158403294788532,0,-0.0102279368790181,0.00409257691222128,0.00386847195357834,0.00858193706579485,0.00878666494379119,0.00572373441872297
"South Nottinghamshire",0.00464756003098373,0.00346620450606586,0.0129616043042309,0.00827814569536424,0.011441647597254,0.0113434163701068,0.0146093584586068,0.00581395348837209,0.0145761411584196,0.00864924549135076,0.00625558534405719,0.00765724703737466,-0.00722976547346147,0.00994854202401372,-0.0022793878215565,-0.000469924812030075,0.0142392818449156,0.00867484295542926,0.00347423277359583,-0.000988002822865208,0.00492152168129822
"South Teesside",0.0143839899937461,0.0102781136638452,0.0102639296187683,0.0118413262285376,0.011454753722795,0.0185038329368226,0.0197368421052632,0.0125755743651753,0.0166898470097357,0.011577752553916,0.0119747441759199,0.00456422516844164,0.00450353849453142,0.0117474302496329,-0.00165084605860504,0.0103092783505155,0.00259584664536741,0.0128648233486943,0.0109786106378951,0.0108282674772036,0.00483957698512278
"South West Wales",0.0120336943441637,0.00818488204140587,0.019047619047619,0.0241652021089631,0.017728999577881,0.0205371248025276,0.012933357283995,0.00458230525202679,0.00829103214890017,0.00937449490867949,0.00627009646302251,0.00804106073567151,0.00528750826173166,0.00975219824140687,0.0102446483180428,0.00288975581563358,0,0.0170578427600359,0.0037248572138068,-0.00480236424085704,0.00790513833992095
"Southampton",-0.00488599348534202,0.00789545330792268,0.00609917793688677,0.0216670915115983,0.00892857142857143,0.0225235075442817,0.00973630831643002,0.0108426859425528,0.0133920381581361,0.00493197278911565,0.0238532110091743,0.00643500643500643,0.00861936278282284,0.00408520571928801,0.00761958515591929,0.00110344827586207,0.000809388911371914,0.00270235490927809,0.00678221552373775,0.0035650623885918,0.00883128799174217
"Southend-on-Sea",0.010894495412844,0.00992829564258136,0.0174418604651163,0.0114200595829196,0.0194312796208531,0.0200610553859573,0.012884455527847,0.0214227970897332,0.00682852807283763,0.0150128158183815,0.0185449358059914,-0.0039313795568263,0.00104202848211184,0.00441726129799524,0.00164473684210526,0.00259151279559443,0.013300340241262,0.00632720699005725,0.0146541617819461,0.00444567935537649,0.0177383592017738
"Staffordshire CC",0.00480181595949013,0.00778443113772455,0.0118600183746764,0.0111749939266337,0.0126707884894283,0.00682395644283122,0.00959348471254055,0.00751479683447496,0.00518964633521271,0.0077850326469111,0.00750923514806516,0.002819247773435,0.00200742137599611,0.00279541086715975,0.00178386465646219,0.00277161862527716,-0.0019914957747995,0.00338374775698539,-0.0018376874937916,0.00874818753020783,0.00452937013446568
"Stoke-on-Trent",0.00374414976599064,0.0132675100277692,0.0165912518853695,0.015307624374448,0.0212527964205817,0.0108695652173913,0.0146511050409734,0.0135649690623513,0.0067842605156038,0.0107621348561388,0.0108085637081688,0.00742942050520059,0.000205930807248764,-0.0015720180782079,0.0158366723907651,-0.00598693759071118,0.00821135308818279,0.0225919439579685,0.0144022210654173,0.0195672923958002,0.00372467222884386
"Suffolk",0.0172479512102154,0.0113521926210748,0.013971358714635,0.00596488280265479,0.0107457898957498,0.0146152089518155,0.0173312770801204,0.0167789850089396,0.00726875080406535,0.000558624542238222,0.00627808210746599,0.00681689074039008,-0.000799852334953547,-0.00113412523130186,0.00813477182253505,-0.00207934336525308,0.000105407399599452,0.00472506360662547,0.000592534070709066,0.00826406802331136,0.00698376745941865
"Sunderland",0.00100959111559818,0.00767852572306117,0.0111275964391691,0.0151014629542237,0.0185670598514635,0.0219069476319633,0.00806451612903226,0.013203741059967,-0.00156304272316777,0.00702295306611853,0.00712864721485411,0.00396432111000991,0.00938271604938272,0.000646412411118293,0.00725208891691629,0.00460431654676259,-0.000690894016857814,0.00475672737156836,0.00942633988688392,0.0246241575946086,0.00965638324554803
"Swansea",0.0126538987688098,0.00941176470588235,0.0261966364812419,0.0279141104294479,0.0245040840140023,0.027027027027027,0.0144157814871017,0.00762449368596617,0.0122755171629916,0.012216404886562,0.00853242320819113,0.00773029847541336,0.00662393162393162,-0.00471311475409836,0.0112404656764352,0.0114474194800155,-0.00451019303626195,0.0167181537343267,0.0136347946151191,0.00417990302624979,0.00972731621750917
"Swindon",0.00619692448932752,0.00838666960935776,0.00826972010178117,0.0107149814923047,0.00884140725732179,0.00833900612661675,0.0014686684073107,0.00693695082472638,0.00496524329692155,0.00827943078913325,0.00245941957697983,0.0013468838006612,0.0024265954865324,0.000122294239941299,0.00329791132282887,0.00566772936592278,-0.00339354132457581,0.00447171381031614,0.000513294322964788,0.00133855024711697,-0.00216578066548533
"Telford and Wrekin",0.00699572483482316,0.0109848484848485,0.0126771066368382,0.0131252217098262,0.016359918200409,0.00614687803299903,0.0107958050586058,0.00687182551538691,0.00929692039511912,0.00983698707138842,0.00899918189255522,0.00199203187250996,-0.0104452996151732,-0.00708475465757019,0.0142384947876939,0.0105160185864515,0.000236462520690471,0.00702082845775802,-0.00021362956633198,0.00867410161090459,0.00495245641838352
"Thurrock",0.00445885691122821,0.0024559967253377,0.00532350532350532,0.00428682774746687,0.00770416024653313,0.00644067796610169,0.00392670157068063,0.0059710873664362,0.00303859009419629,0.00560968408621199,0.00753841693244419,0.00384047267355982,-0.00141003948110547,0.0041031652989449,0.00891364902506964,0.00196463654223969,0.00650533437418683,0.0085721283370071,0.0045119924008549,0.000637484062898428,0.014552162328346
"Torbay",0.0102564102564103,0.0117241379310345,0.0128205128205128,0.0155945419103314,0.01671826625387,0.0417156286721504,0.0148698884758364,0.0193581253183902,0.00531144374698213,0.00661000944287063,0.0106530801296897,0.0130497825036249,-0.00233754090696587,-0.00185185185185185,0.019672131147541,-0.000896860986547085,0.00263852242744063,0.00217296827466319,-0.00171673819742489,-0.0152736529486636,0.012063765618268
"Tower Hamlets",0.00644468313641246,0.00392086972019248,0.00665135798558872,0.00483393107749883,0.00926879505664264,0.00351398837680768,0.00748512178661268,0.00237760726250946,0.00123762376237624,0.000345035797463987,0.00395158271286552,0.00905906510448122,0.00340175953079179,0.00495437696036498,-0.000180005040141124,0.00467812468219262,0.00600464876033058,0.00561427720101622,0.00819064011633083,0.0117429100755309,0.00826046087674823
"Tyneside",0.00148653375306051,0.0115191408279924,0.016864828400371,0.0196577795463589,0.0244118297809573,0.0292631578947368,0.009000259000259,0.0183694784051115,-0.00139876442475813,0.0109124150145689,0.00803912750168653,0.0156286177355869,0.0082699672531498,0.00287050818626409,-0.00557966522008679,-0.00374668262475933,0.00398145348251184,0.00266938458551738,0.00352625887441817,-4.54111984015258e-05,0.00827518339595634
"Wakefield",0.0118152524167562,0.0016323199347072,0.0192345825897283,0.00899177348383394,0.0191811139800812,0.0199684708355229,0.0137591302870732,0.0050595723845275,0.00328792860497886,0.00639658848614072,0.017129977460556,0.00592075299833004,-0.00335980452046426,0.00609121972960927,0.00699900014283674,0.00328722092863991,0.0104861773117255,0.000388450084164185,-0.00883110511468171,0.0155785467951005,0.00947119179163378
"Walsall",0.00764119601328904,0.00451612903225806,0.0139904610492846,0.00963630711843332,0.018970189701897,0.0174684994272623,0.0178326474622771,0.00527843758247559,0.00851393188854489,0.0117558779389695,0.0061576354679803,0.00937744204219849,0.015888778550149,-0.000924428010168708,0.000226244343891403,-0.000425350914504466,0.0151993683379392,0.00812536273940801,0.00204309063893016,0.00144482571789778,0.00616724106656993
"Wandsworth",0.0189086980010805,0.0114087301587302,0.020060648472125,0.0161112337232399,0.0263880092885793,0.0125837223462553,0.0245853658536585,0.0119025819446988,0.00541673947230474,0.0025756600128783,0.0164011246485473,0.00342130987292278,0.0211790738106528,0.031655110039192,0.00407131826477608,0.0216444503101491,0.0179648086624831,0.000802476212312278,0.00755610691327394,0.00825025782055689,0.0183579231895484
"Warrington",0.00967022067939499,0.0115802171290712,0.0140391254315305,-0.00063304494619118,0.0101461038961039,0.00801720766523269,0.00532218209465881,0.00377765785213168,0.00749829584185412,0.00097165991902834,0.0132137030995106,0.010554988083078,-0.005783212161269,0.00612606803159761,-0.00125411506505722,0.00711005776921938,0.00531989360212796,0.00410432940553422,0.00853068500127324,0.000235904694503421,0.00523560209424084
"Warwickshire",0.00362916529198284,0.0059262286706856,0.00726558664702995,0.0014540519581233,0.00755808528506112,0.0123445904241249,0.00906472382243307,0.00555645031406024,0.00272067714631197,0.00698002524689983,0.0069774133218242,0.00411337970234089,0.00654385091400526,0.00270142500168839,-0.00179636876884583,0.00129992909477665,-0.00189098998887653,0.00263462957108231,0.00509554140127389,0.00567526415355511,0.00401660799711165
"West Cumbria",0.00117474302496329,0.011568848758465,0.000907715582450832,0.016840171463564,0.0107122177185871,0.00850013709898547,0.0132325141776938,0.0111646790154783,0.0129259694477086,-0.00600323250981298,0.0108858057630736,0.00671431665583712,0,-0.00434512725015518,0.00426049908703591,0.0037037037037037,0.00164865359956036,0.00498841973988954,0.00324968405849431,0.00644468313641246,0.00714908456843941
"West Essex",0.00770833333333333,0.00559105431309904,0.0101493680582152,0.00814774579033134,0.0130203871851979,0.0072463768115942,0.00352274467759228,0.0129233511586453,0.00546677880571909,0.00673219334859297,0.00761828388131516,0.00333240766453763,-0.00276315789473684,0.00657375755982119,-0.00355871886120996,0.000128932439401753,0.00236671649227703,0.00617571661617339,0.00848287112561175,0.00484936029715229,0.00577039886616724
"West Kent",-0.000161498708010336,0.00342625759227535,0.00854440036618859,0.00853820108935669,0.00938032973280273,0.00841819416157502,0.00270967741935484,0.0106268656716418,0.00807847663012118,0.00904977375565611,0.0030821553831438,0.00615655233069481,0.00283226686247771,-0.00967774119525092,-0.000389029371717565,0.00734064300315926,0.00489219061424171,0.000427972267397073,0.000798594473726242,0.00483016516048613,0.00678395705978828
"West Lothian",0.00420168067226891,0.0114362596703666,0.00925925925925926,0.00741935483870968,0.0116707616707617,0.0065845977669625,0.0123390557939914,0.0102875230809813,0.00670474298485225,0.00424528301886792,0.00269420745397396,-0.00447479981158738,0.0072234762979684,0.000660356592559982,0.00253397834600322,0.0016374269005848,0.0104421239724506,0.00731758310683671,0.0141277641277641,0.0110519044799684,0.00863849765258216
"West Northamptonshire",0.00973393900064893,0.00222752585521082,0.00981120856250929,0.00548261434136488,0.00993562832353764,0.0144096064042695,0.00996677740863787,0.0102028422203328,0.00333333333333333,0.0146168302359574,0.00688309019930142,0.00918593601520431,0.00623805211791931,-0.00433241433635289,0.0114613180515759,-0.0038282745419743,0.00173175166681098,0.0117845117845118,-0.000162192847295434,0.0078996282527881,0.00331956329300679
"West Surrey",0.00248400919083401,0.011550963547713,0.0102634467618002,0.00563799797883091,0.00776236803974332,0.00625031251562578,0.0109121158739479,0.0151564919525128,0.004317864619679,0.00900405816706121,0.00847011144883485,-0.000451356119978663,0.00181237933887554,0.000386548125241593,-0.00845903357412883,0.00169357163447679,0.00807105227610428,0.00285399234611144,0.00624064698952463,-0.00328071804394924,0.00715595778586247
"West Sussex (North East)",0.00203389830508475,0.00737163192679207,0.0086143243908442,0.00574221136224801,0.00522041763341067,0.00540966978474022,0.00748854364591483,0.010038188761593,0.00429711479435236,0.00970302852102323,0.005721140537049,0.00277591653106155,0.000544118980683776,-0.0022063365987115,0.00502556104323715,-0.000254172667965771,0.00972699035474906,0.00632033297363959,0.00435424354243542,0.00100286532951289,0.00862544852332321
"West Sussex (South West)",-0.000519210799584631,0.0165196471531676,0.0159582630044499,0.00761990138951143,0.0142053445850914,0.0100441944556047,0.0139952468972802,0.0206861107542079,0.00426985482493595,0.0179164689131467,0.0149791643203063,0.00642748626855206,0.00133288903698767,0.00108554059921841,-0.0155817529472066,-0.0150689005650838,0.0103901195843952,0.0126867775585001,0.0146011396011396,0.00418585182084554,0.0142145249571113
"Westminster",0.0126053554113523,0.00434645448491009,0.00841384605540981,0.00663092987946581,0.0157279042492407,0.00316747293250403,0.0184388953199934,0.000403357954975168,-0.000313117202177369,-0.00203782018975831,0.00794808379309616,0.0038390630083505,0.00495626822157434,0.0100119093276276,0.0122671076159895,0.00333023966806792,0.0082533718043347,0.0074768553522523,0.00490435715074196,0.0130009862817179,0.00783794070795213
"Wiltshire",0.00982919755075733,0.0127339674746855,0.0120111322689322,0.0163510014988418,0.013548723293382,0.0128878878878879,0.00119947223221782,0.0105654243585278,0.0074424898511502,0.0165464573610522,0.00606496710526316,0.00787980668207607,-0.000996214385335724,0.00474760197655266,0.0163676715368966,0.0028630222778921,0.00143326869572549,0.00577690935349588,-0.000247320692497939,0.00736058884710777,0.00515146855297555
"Wirral",0.0147686248769281,0.00609756097560976,0.0127862027951234,0.0301833568406206,0.0188829787234043,0.0104451628948023,0.0129411764705882,0.0153452685421995,0.00764525993883792,0.015510555794916,0.0117252931323283,0.0131304710295957,-0.00805315079524864,0.0160873882820258,-0.0043358297201419,0.00923432089265102,0.0142381656804734,-0.00540917815389984,0.0248817241983529,-0.00452792218681872,0.00836260244187991
"Wolverhampton",0.0156643356643357,0.00402036987402841,0.022483660130719,0.0155388471177945,0.02647412755716,0.0290023201856148,0.0216766202167662,0.00886262924667651,0.00223078483066315,0.00513529527947857,0.0153301886792453,0.0148827726809378,0.0169358014966522,-0.000563168762905951,0,-0.054399415845199,-0.0323434840174012,0.0117742590336987,0.0221153846153846,0.0182149362477231,0.00815972222222222
"Worcestershire",0.00531156885606944,0.00741564701520208,0.010178719375074,0.00325165486006271,0.0103011093502377,0.0166311300639659,0.0137924091412463,0.0054703526423757,0.00175147492625369,0.00860096989660536,0.00960690992420236,0.00695573622402891,0.00217618384401114,0.00475059382422803,0.00338305397508842,-0.000594265339474075,0.00325318246110325,0.00474977627865354,0.0134730538922156,0.0054871434951828,0.0033210332103321
"York",0.00563296768455381,0.00827625570776256,0.0249796361661689,0.003584229390681,0.0132356416922713,0.0205661211853162,0.0110837438423645,0.0164878823996822,0.0110388330376503,0.00410141685309471,0.0110486891385768,0.00525803310613437,-0.000187195806813927,0.00430338891877353,0.0192307692307692,0.00203596878181201,-0.00115245307869608,-0.0026152337365152,0.0125195618153365,0.0230456394035246,0.0170454545454545
